,Country,Country_code,Year,Gini,real_GDP,cpi,ip,unrate
119,United Kingdom,UK,2002-01-01,35.7,359664.45,2.06325,113.15,5.187874405165062
120,United Kingdom,UK,2003-01-01,35.5,371612.05,2.06325,112.44166666666666,5.012579594852802
121,United Kingdom,UK,2004-01-01,36.0,380108.175,2.06325,113.15833333333333,4.753212771552348
122,United Kingdom,UK,2005-01-01,34.3,391342.975,2.06325,112.43333333333334,4.82901800723164
123,United Kingdom,UK,2006-01-01,34.6,401885.0,2.06325,113.09166666666667,5.422681670695533
124,United Kingdom,UK,2007-01-01,35.7,411371.55,2.06325,113.43333333333334,5.332736688141088
125,United Kingdom,UK,2008-01-01,34.1,410224.95,2.06325,110.45,5.685719359417012
126,United Kingdom,UK,2009-01-01,34.3,393348.5,2.06325,100.88333333333334,7.614549324972445
127,United Kingdom,UK,2010-01-01,34.4,401506.75,2.4716666666666667,104.15833333333333,7.870235890985985
128,United Kingdom,UK,2011-01-01,33.2,406628.8,3.819166666666667,103.54166666666667,8.111070440454082
129,United Kingdom,UK,2012-01-01,32.3,412445.025,2.5675,100.7,7.968344114684022
130,United Kingdom,UK,2013-01-01,33.2,421461.75,2.305,99.99166666666666,7.60820302006742
131,United Kingdom,UK,2014-01-01,34.0,433527.05,1.4591666666666667,101.525,6.181012877610257
132,United Kingdom,UK,2015-01-01,33.2,443771.6,0.38083333333333336,102.73333333333333,5.385473747796842
133,United Kingdom,UK,2016-01-01,34.8,451415.025,0.9958333333333333,103.93333333333334,4.894288712461682
134,United Kingdom,UK,2017-01-01,35.1,459271.025,2.5841666666666665,108.55277777777776,4.401692634952663
135,United Kingdom,UK,2018-01-01,35.15833333333334,465023.85,2.2933333333333334,108.55277777777776,4.080583951190155
136,United Kingdom,UK,2019-01-01,35.15833333333334,471693.525,1.7558333333333334,108.55277777777776,3.8280270706032127
156,United States,USA,1993-01-01,40.4,9957.74625,0.22631764187508746,65.428675,6.908333333333333
157,United States,USA,1994-01-01,40.0,10358.92325,0.2203021266654312,68.87335833333333,6.1
158,United States,USA,1995-01-01,39.9,10636.97875,0.20924278404293645,72.06588333333333,5.591666666666667
159,United States,USA,1996-01-01,40.3,11038.266,0.272877782573655,75.332575,5.408333333333333
160,United States,USA,1997-01-01,40.5,11529.157,0.14087580971530542,80.747825,4.941666666666666
161,United States,USA,1998-01-01,40.0,12045.824,0.13337707651648342,85.48621666666666,4.5
162,United States,USA,1999-01-01,40.0,12623.361,0.2212236926873417,89.242675,4.216666666666667
163,United States,USA,2000-01-01,40.1,13138.03525,0.2782956892043528,92.69668333333334,3.966666666666667
164,United States,USA,2001-01-01,40.6,13263.417,0.1289750688738769,89.78299166666666,4.741666666666667
165,United States,USA,2002-01-01,40.4,13488.357,0.1962016402679629,90.06485833333333,5.783333333333333
166,United States,USA,2003-01-01,40.8,13865.51925,0.15583279723944557,91.21155833333333,5.991666666666667
167,United States,USA,2004-01-01,40.3,14399.696,0.26779573694027475,93.64039166666667,5.541666666666667
168,United States,USA,2005-01-01,41.0,14901.269,0.2816586790662691,96.77190833333333,5.083333333333333
169,United States,USA,2006-01-01,41.4,15315.94325,0.2101738288295931,98.974975,4.608333333333333
170,United States,USA,2007-01-01,40.8,15623.8715,0.3344085103820654,101.49338333333333,4.616666666666667
171,United States,USA,2008-01-01,40.8,15642.962,0.011544090410594583,97.98750833333334,5.8
172,United States,USA,2009-01-01,40.6,15236.26225,0.22437102869946304,86.82834166666666,9.283333333333333
173,United States,USA,2010-01-01,40.0,15648.991,0.1238875778087669,91.63198333333334,9.608333333333333
174,United States,USA,2011-01-01,40.9,15891.534,0.24423044549867187,94.520325,8.933333333333334
175,United States,USA,2012-01-01,40.9,16253.97,0.14463654265303175,97.40034166666666,8.075
176,United States,USA,2013-01-01,40.7,16553.3475,0.12465611096668659,99.34106666666666,7.358333333333333
177,United States,USA,2014-01-01,41.5,16932.05175,0.06349796432054435,102.30576666666667,6.158333333333333
178,United States,USA,2015-01-01,41.2,17390.29525,0.06115335978777328,100.84868333333333,5.275
179,United States,USA,2016-01-01,41.1,17680.27375,0.17146918863481467,98.65663333333333,4.875
180,United States,USA,2017-01-01,41.2,18076.6515,0.17431579343422474,100.0,4.358333333333333
181,United States,USA,2018-01-01,41.4,18609.07825,0.15816607009286773,103.18091666666666,3.8916666666666666
182,United States,USA,2019-01-01,41.5,19036.05225,0.18868179584761074,102.48854166666666,3.683333333333333
